object_id,camera_name,camera_id,num_in,num_mask,num_no_mask,minute,hour,day,month,year
4,tang1,4,23,7,16,1,8,1,1,2020
4,tang1,4,43,2,41,2,9,2,2,2020
4,tang1,4,32,0,32,3,7,3,3,2020
4,tang1,4,45,5,40,4,8,4,4,2020
4,tang1,4,67,9,58,2,9,5,5,2020
4,tang1,4,54,1,53,3,8,5,6,2020
4,tang1,4,34,5,29,4,7,4,5,2020
4,tang1,4,56,1,55,6,8,3,4,2020
4,tang1,4,43,7,36,4,9,5,5,2020
4,tang1,4,56,1,55,4,8,6,6,2020
4,tang1,4,89,6,83,3,7,7,7,2020
4,tang1,4,8,5,3,4,7,6,8,2020
4,tang1,4,65,3,62,6,7,5,9,2020
4,tang1,4,12,8,4,7,7,4,7,2020
4,tang1,4,32,4,28,8,8,3,6,2020
4,tang1,4,12,6,6,9,9,4,5,2020
4,tang1,4,34,3,31,14,6,5,6,2020
4,tang1,4,55,0,55,53,6,6,5,2020
4,tang1,4,67,6,61,23,5,7,4,2020
4,tang1,4,65,9,56,23,6,5,10,2020
4,tang1,4,67,7,60,34,5,4,11,2020
4,tang1,4,56,3,53,1,6,3,12,2020
4,tang1,4,54,2,52,2,7,3,12,2020
4,tang1,4,56,1,55,3,8,4,12,2020
4,tang1,4,43,2,41,4,9,5,3,2020
4,tang1,4,12,7,5,7,8,4,4,2020
4,tang1,4,12,8,4,3,7,3,5,2020
4,tang1,4,13,2,11,2,8,2,4,2020
4,tang1,4,14,2,12,3,9,1,3,2020
4,tang1,4,15,8,7,1,8,2,5,2020
4,tang1,4,23,3,20,3,7,1,6,2020
4,tang1,4,24,2,22,53,8,2,7,2020
4,tang1,4,23,3,20,23,9,3,8,2020
4,tang1,4,34,5,29,23,8,4,9,2020
4,tang1,4,35,2,33,4,7,5,9,2020
4,tang1,4,34,9,25,5,6,5,12,2020
4,tang1,4,45,4,41,4,6,4,11,2020
4,tang1,4,46,0,46,3,7,3,11,2020
4,tang1,4,67,5,62,3,8,3,10,2020
4,tang1,4,66,3,63,4,8,2,4,2020
4,tang1,4,78,8,70,2,8,3,8,2020
4,tang1,4,76,10,66,4,7,6,9,2020
4,tang1,4,66,6,60,5,7,7,8,2020
4,tang1,4,54,2,52,6,8,7,7,2020
4,tang1,4,78,5,73,8,9,7,6,2020
4,tang1,4,78,3,75,7,8,6,5,2020
4,tang1,4,90,9,81,7,7,5,4,2020
4,tang1,4,54,1,53,8,8,4,5,2020
4,tang1,4,54,6,48,7,9,3,5,2020
4,tang2,5,72,10,62,3,7,4,7,2020
4,tang2,5,81,5,76,5,8,4,1,2020
4,tang2,5,34,1,33,6,7,5,2,2020
4,tang2,5,34,4,30,5,8,4,3,2020
4,tang2,5,39,5,34,5,9,4,2,2020
4,tang2,5,87,8,79,4,8,1,3,2020
4,tang2,5,56,9,47,4,7,2,4,2020
4,tang2,5,43,8,35,5,8,3,5,2020
